item_id,audit_set,source_file,final_label,truth,confidence,note,coded_explicitly,extraction_status
289,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,extraction_issue,indeterminate,high,"FALSE PASS: both spans extracted only 'B'; the answer is set equality -- Y = {A,L,O,Y} = B for (i), and C and B are not equal for (ii). SymPy collapses to 'b', losing the equality meaning.",,
289,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,span is only B; the answer is set equality/non-equality.,True,extraction_issue
291,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,extraction_issue,indeterminate,high,FALSE PASS: both spans extracted only 'x'; the page concludes there is NO unique cost because the equations have infinitely many solutions.,,
291,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,"span is only x; the conclusion is no unique value, infinitely many solutions.",True,extraction_issue
293,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
293,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,true_correct,correct,medium,coder swept as okay: the model answer is correct and the extraction/label is correct enough.,False,extraction_ok
294,v1_correct_spotcheck,spotcheck_40_qwen_strict_v1_correct_20260811.csv,extraction_issue,indeterminate,high,"KNOWN FALSE PASS (calibration item, caught): -5/15 alone is an incomplete/wrong target.",,
294,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,"multi-answer collapse: the pattern needs four terms, span/label keep only -5/15.",True,extraction_issue
295,v1_correct_spotcheck,spotcheck_extra60_qwen_strict_v1_correct_20260812.csv,true_correct,correct,medium,coder swept this as okay: model and truth agree and the page's final answer matches.,,
296,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,Same integral idea; parser compared variable/form differences.,,
297,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,Model formula is messy but page/truth final is 3/20; parser likely grabbed too much of the expression.,,
298,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,medium,"Model says '2 and ...'; truth says '2 and y = 3'. Partly matching, parser compared incomplete text.",,
298,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,partial/misaligned spans; the answer needs both x = 2 and y = 3.,True,extraction_issue
299,genuinely_wrong_census,coded_73_wrong_on_both_20260811.csv,extraction_issue,indeterminate,high,"Model label Z, truth label R; image conclusion is that R is an equivalence relation on Z. Parser compared isolated symbols instead of the conclusion.",,
299,v2_high_priority,strict_v2_high_priority_human_audit_20260812.csv,extraction_issue,indeterminate,high,span is only R; the conclusion is that R is an equivalence relation.,True,extraction_issue
