item_id,has_error,strict_v1_correct,strict_v2_correct,answer_type,question_type_if_available,entropy,parse_failed,max_entropy,span_m_disp,span_t_disp,label_m,label_t,human_label_if_available,human_truth_if_available,extraction_status_if_available,error_location_if_available,error_type_if_available,image_path_if_available,n_red_spans,red_spans_approx_only,answer_type_either_side,truth_span_len,model_span_len,answer_shape,truth_span_bucket,mcq_vs_open
133,True,False,False,text_conclusion,free_response,1.6094379124341005,False,True,= \lim_{y \to 1} \frac{\frac{1}{2} y - \frac{1}{2}}{1} = \frac{1}{2}(1)^{-1} = \frac{1}{2}.,= \lim_{y \to 1} \frac{\frac{1}{2} y^{-\frac{1}{2}}}{1} = \frac{1}{2} (1)^{-1} = \frac{1}{2}.,text:= \lim_{y \to 1} \frac{\frac{1}{2} y - \frac{1}{2}}{1} = \frac{1}{2}(1)^{-1} = \frac{1}{2},text:= \lim_{y \to 1} \frac{\frac{1}{2} y^{-\frac{1}{2}}}{1} = \frac{1}{2} (1)^{-1} = \frac{1}{2},,,,,,,6,14 | 9 | 14,text_conclusion,93,91,structured_or_prose,long_31-100,free_response
134,True,True,True,mcq_option,mcq,0.0,False,False,option a,option a,text:option a,text:option a,,,,,,,3,410 | 410 | 390,mcq_option,8,8,simple_value,short_4-10,mcq
135,False,True,True,single_expression,free_response,0.9502705392332348,False,False,-3 + 2 = -1,-3 + 2 = -1,text:-3 + 2 = -1,text:-3 + 2 = -1,,,,,,,1,"Also, note that the sum of the coordinates of the centre is ",numeric_or_expression,11,11,simple_value,medium_11-30,free_response
136,False,False,False,multi_value,free_response,1.6094379124341005,False,True,"2 \times (60 + 40) = 200 \, m","90,000","sympy:eq(2*(40 + 60), 200*m)",sympy:90000,extraction_issue,indeterminate,,,,,1,The perimeter of the base of the godown is \( 2 \times (60 +,multi_value,6,29,structured_or_prose,short_4-10,free_response
137,True,True,True,single_expression,free_response,0.9502705392332348,False,False,= 3 - 4 \times \frac{1}{2} = 1 = R.H.S.,= 3 - 4 \times \frac{1}{2} = 1 = \text{R.H.S.},text:= 3 - 4 \times \frac{1}{2} = 1 = r.h.s,text:= 3 - 4 \times \frac{1}{2} = 1 = r.h.s,true_correct,correct,,,,,1,\frac{\pi}{3},numeric_or_expression,46,39,simple_value,long_31-100,free_response
138,False,True,True,single_expression,free_response,0.5004024235381879,False,False,f+g,f + g,sympy:f + g,sympy:f + g,true_correct,correct,extraction_ok,,,,0,,numeric_or_expression,5,3,simple_value,short_4-10,free_response
139,False,True,True,mcq_option,mcq,0.0,False,False,option b,option b,text:option b,text:option b,,,,,,,1,"Additionally, it's worth noting that the batsman faced a tot",mcq_option,8,8,simple_value,short_4-10,mcq
140,True,True,True,single_expression,free_response,0.0,False,False,x = 1,x = 1,"sympy:eq(x, 1)","sympy:eq(x, 1)",true_correct,correct,extraction_ok,,,,4,\( f''(x) \geq 0 \) | for all \( x \in \mathbb{R} \) | \( f''(x) > 0 \),numeric_or_expression,5,5,simple_value,short_4-10,free_response
141,True,True,True,mcq_option,mcq,0.0,False,False,option d,option d,text:option d,text:option d,true_correct,correct,,,,,1,91 is divisible by 5,mcq_option,8,8,simple_value,short_4-10,mcq
142,True,False,False,single_expression,free_response,0.9502705392332348,True,False,,(3x + 5y),<parse_failure>,sympy:3*x + 5*y,extraction_issue,indeterminate,extraction_issue,,,,0,,numeric_or_expression,9,3,simple_value,short_4-10,free_response
143,True,True,True,mcq_option,mcq,0.0,False,False,option b,option b,text:option b,text:option b,true_correct,correct,,,,,9,\frac{1}{15} | \frac{5}{60} | \frac{1}{12},mcq_option,8,8,simple_value,short_4-10,mcq
144,False,False,False,numeric,free_response,1.3321790402101223,True,False,The mode of this data is 2 because it occurs more frequently than other observations,2,text:the mode of this data is 2 because it occurs more frequently than other observations,sympy:2,true_correct,correct,extraction_ok,,,,1,We can also note that the sum of the set is \( 1+1+2+4+3+2+1,text_conclusion,1,84,simple_value,tiny_<=3,free_response
145,True,False,False,numeric,free_response,1.3321790402101223,False,False,10\pi \text{ cm}^2/\text{s},10\pi,sympy:(10*(pi*(c*m**2)))/s,sympy:10*pi,extraction_issue,indeterminate,,,,,2,"\int A \, dr | \int A \, dr",numeric_or_expression,5,27,simple_value,short_4-10,free_response
146,False,True,True,mcq_option,mcq,0.9502705392332348,True,False,option c,option c,text:option c,text:option c,,,,,,,1,"Additionally, note that \( x \) and \( y \) must be positive",mcq_option,8,8,simple_value,short_4-10,mcq
147,False,True,True,multi_value,free_response,0.5004024235381879,False,False,"12, 35, 37","12, 35, 37",sympy:12,sympy:12,true_correct,correct,extraction_ok,,,,2,"Note that 11 is a prime number, which means it cannot be div | Here, 35 is a composite number which can be factored into 5 ",multi_value,10,10,structured_or_prose,short_4-10,free_response
148,True,False,False,single_expression,free_response,0.6730116670092565,False,False,"Therefore, 301 is not a term of the given list of numbers",n,"text:therefore, 301 is not a term of the given list of numbers",sympy:n,true_correct,correct,extraction_ok,,,,1,50.3333,multi_value,1,57,simple_value,tiny_<=3,free_response
149,True,False,False,multi_value,free_response,1.0549201679861442,False,False,1^\circ,"0^\circ, 0^\circ, 1^\circ",sympy:1**circ,sympy:0**circ,true_correct,correct,extraction_ok,,,,3,"\( 1^\circ, 0^\circ, 0^\circ \) | \( 0^\circ, 1^\circ, 0^\circ \) | \( 0^\circ, 0^\circ, 1^\circ \)",multi_value,25,7,structured_or_prose,medium_11-30,free_response
150,True,True,True,single_expression,free_response,1.3321790402101223,False,False,m_1 : m_2 = 4 : 7,m_1 : m_2 = 4 : 7,"sympy:eq(m_{1}/m_{2}, 4/7)","sympy:eq(m_{1}/m_{2}, 4/7)",true_correct,correct,,,,,2,8 | 4,numeric_or_expression,17,17,simple_value,medium_11-30,free_response
151,False,False,False,single_expression,free_response,1.6094379124341005,False,True,\frac{15}{2} = \frac{8+q}{2},\textcolor{red}{q} = 7,"sympy:eq(15/2, (q + 8)/2)","sympy:eq(q, 7)",true_correct,correct,extraction_ok,,,,5,q | q | q,numeric_or_expression,22,28,simple_value,medium_11-30,free_response
152,False,False,False,text_conclusion,free_response,1.6094379124341005,False,True,"\text{Hence,",d = \frac{|\textcolor{red}{\vec{b_3}} \times \textcolor{red}{\vec{b_4}} \cdot (\textcolor{red}{\vec{a_4}} - \textcolor{red}{\vec{a_3}})|}{|\textcolor{red}{\vec{b_3}} \times \textcolor{red}{\vec{b_4}}|} = \frac{|3 - 0 + 7|}{\sqrt{59}} = \frac{10}{\sqrt{59}},sympy:text,text:d = \frac{|\textcolor{red}{\vec{b_3}} \times \textcolor{red}{\vec{b_4}} \cdot (\textcolor{red}{\vec{a_4}} - \textcolor{red}{\vec{a_3}})|}{|\textcolor{red}{\vec{b_3}} \times \textcolor{red}{\vec{b_4}}|} = \frac{|3 - 0 + 7|}{\sqrt{59}} = \frac{10}{\sqrt{59}},notation_misread,wrong,,,,,20,\vec{a_3} | \vec{b_3} | \vec{a_4},text_conclusion,256,12,structured_or_prose,very_long_>100,free_response
153,True,True,True,mcq_option,mcq,0.0,False,False,option b,option b,text:option b,text:option b,true_correct,correct,,,,,1,750 cm\textsuperscript{3},mcq_option,8,8,simple_value,short_4-10,mcq
154,False,True,True,mcq_option,mcq,0.5004024235381879,False,False,option c,option c,text:option c,text:option c,true_correct,correct,,,,,1,Let us consider the scenario if the race length was 600 m. I,mcq_option,8,8,simple_value,short_4-10,mcq
155,False,False,False,text_conclusion,free_response,1.6094379124341005,False,True,"\text{Thus,} \\
y &= \left[ \frac{1}{0}, \frac{-2}{5} \right].",Y = \begin{bmatrix} 1 & -2 \\ 0 & 5 \end{bmatrix}.,sympy:t*(h*(s*u)),text:y = \begin{bmatrix} 1 -2 0 5 \end{bmatrix},notation_misread,wrong,,,,,0,,text_conclusion,50,62,structured_or_prose,long_31-100,free_response
156,False,False,False,single_expression,free_response,1.3321790402101223,False,False,PR = QS,\textcolor{red}{QS} = \sqrt{(4 + 4)^2 + (2 - 4)^2} = \sqrt{64 + 4} = \sqrt{68},"sympy:eq(p*r, q*s)",text:qs = \sqrt{(4 + 4)^2 + (2 - 4)^2} = \sqrt{64 + 4} = \sqrt{68},extraction_issue,indeterminate,,,,,17,"P(1, 7) | Q(4, 2) | R(-1, -1)",numeric_or_expression,78,7,simple_value,long_31-100,free_response
157,False,True,True,numeric,free_response,0.9502705392332348,False,False,"30 \, cm","30 \, \text{cm}",sympy:30*(c*m),sympy:30*(c*m),true_correct,correct,,,,,9,\(d_3\) | \(d_4\) | d_3,numeric_or_expression,15,8,simple_value,medium_11-30,free_response
158,False,True,True,single_expression,free_response,0.5004024235381879,True,False,2^3 = 8,2^3 = 8,text:2^3 = 8,text:2^3 = 8,,,,,,,1,"Note that the number 8 is a power of 2, specifically \(2^3 =",numeric_or_expression,7,7,simple_value,short_4-10,free_response
159,True,True,True,single_expression,free_response,1.0549201679861442,False,False,\overline{CD},\overline{CD},sympy:conjugate(c*d),sympy:conjugate(c*d),extraction_issue,indeterminate,,,,,2,3\sqrt{2} \ \text{cm} | 6\sqrt{2} \ \text{cm},numeric_or_expression,13,13,simple_value,medium_11-30,free_response
160,False,False,False,single_expression,free_response,0.5004024235381879,False,False,x = 5,\textcolor{red}{z} = 5,"sympy:eq(x, 5)","sympy:eq(z, 5)",true_wrong,wrong,extraction_ok,,,,10,2z | z | 2z,numeric_or_expression,22,5,simple_value,medium_11-30,free_response
161,True,False,False,set_answer,free_response,1.0549201679861442,False,False,"R \times R \times R = \{(x, y, z) : x, y, z \in R\}","\mathbb{R} \times \mathbb{R} \times \mathbb{R} = \{(x, y, \textcolor{red}{x}) : x, y, \textcolor{red}{x} \in \mathbb{R}\}","text:r \times r \times r = \{(x, y, z) : x, y, z \in r\}","text:\mathbb{r} \times \mathbb{r} \times \mathbb{r} = \{(x, y, x) : x, y, x \in \mathbb{r}\}",notation_misread,wrong,,,,,2,x | x,set_answer,121,51,structured_or_prose,very_long_>100,free_response
162,True,False,False,single_expression,free_response,1.6094379124341005,False,True,xe^{x}-e^{x}+C,"\int x e^{x} \, dx = x e^{x} - \int \textcolor{red}{x} \cdot e^{x} \, dx = x e^{x} - e^{x} + C.",sympy:c + (e**x*x - e**x),"text:\int x e^{x} \, dx = x e^{x} - \int x \cdot e^{x} \, dx = x e^{x} - e^{x} + c",extraction_issue,indeterminate,,,,,1,x,numeric_or_expression,95,14,simple_value,long_31-100,free_response
163,False,False,False,single_expression,free_response,1.6094379124341005,False,True,"Hence, \int (\log x \cdot 1) dx = log x \int 1dx - \int [-\frac{1}{x}(log x)] \int 1dx dx \\ = (log x)x - \int \frac{1}{x}dx = x(log x - x + C)","= (\log x) \cdot x - \int \frac{1}{x} \, dx = x \log x - x + C .",sympy:h*(e*(n*(c*e))),"text:= (\log x) \cdot x - \int \frac{1}{x} \, dx = x \log x - x + c",,,,,,,1,Recall that the logarithm function is the inverse of the exp,text_conclusion,64,143,simple_value,long_31-100,free_response
164,True,True,True,single_expression,free_response,0.9502705392332348,False,False,= 9039207968.,= 9039207968.,text:= 9039207968,text:= 9039207968,true_correct,correct,,,,,3,10000000000 - 1000000000 + 40000000 - 1600000 - 32 | 10040008000 - 100800032 = 9039207968. | = 10040008000 - 100800032,numeric_or_expression,13,13,simple_value,medium_11-30,free_response
165,False,False,True,multi_value,free_response,0.9502705392332348,False,False,"(2,1)","(2, 1)","text:(2,1)","text:(2, 1)",extraction_issue,indeterminate,extraction_issue,,,,0,,multi_value,6,5,structured_or_prose,short_4-10,free_response
166,False,False,False,text_conclusion,free_response,1.3321790402101223,False,False,AB,= \begin{bmatrix} 75 & 117 & 72 \\ 25 & 39 & 24 \end{bmatrix}.,sympy:a*b,text:= \begin{bmatrix} 75 117 72 25 39 24 \end{bmatrix},true_wrong,wrong,extraction_ok,,,,0,,text_conclusion,62,2,structured_or_prose,long_31-100,free_response
167,True,False,False,single_expression,free_response,1.6094379124341005,False,True,= \frac{i}{(-1)},\textcolor{red}{= \frac{i}{-(-1)}},text:= \frac{i}{(-1)},sympy:textcolor*(r*(d*e)),extraction_issue,indeterminate,,,,,4,= \frac{3 + 6\sqrt{2}i}{1 + 2} | = \frac{3(1 + 2\sqrt{2}i)}{3} = 1 + 2\sqrt{2}i. | i.,numeric_or_expression,34,16,simple_value,long_31-100,free_response
168,False,False,True,single_expression,free_response,1.6094379124341005,True,True,"= 154 \, \text{m}^2","= 154 \, \text{m}^2","text:= 154 \, m^2","text:= 154 \, m^2",true_correct,correct,extraction_ok,,,,1,It is important to note that the diameter is twice the radiu,numeric_or_expression,19,19,simple_value,medium_11-30,free_response
169,True,False,False,single_expression,free_response,1.3321790402101223,False,False,(800 + 480) = 1280,= \text{₹}(800 + 480) = \text{₹} 1280,text:(800 + 480) = 1280,text:= ₹(800 + 480) = ₹ 1280,,,,,,,2,2 \times 10 \times 4 | 80,numeric_or_expression,37,18,simple_value,long_31-100,free_response
170,False,False,False,mcq_option,mcq,0.5004024235381879,False,False,"Finally, (iv) matches (b)",(b),"text:finally, (iv) matches (b)",sympy:b,extraction_issue,indeterminate,,,,,0,,mcq_option,3,25,simple_value,tiny_<=3,mcq
171,True,True,False,single_expression,free_response,0.5004024235381879,False,False,x = \frac{-11}{12}.,x = -\frac{11}{12},"sympy:eq(x, -11/12)","sympy:eq(x, -11/12)",true_correct,correct,extraction_ok,,,,2,13x | 13x,numeric_or_expression,18,19,simple_value,medium_11-30,free_response
172,True,False,True,single_expression,free_response,1.3321790402101223,False,False,a_n = ar^{n-1} = 5(5)^{n-1} = 5^{n-1},a_n = ar^{n-1} = 5(5)^{n-1} = \textcolor{red}{5^{n-1}}.,text:a_n = ar^{n-1} = 5(5)^{n-1} = 5^{n-1},text:a_n = ar^{n-1} = 5(5)^{n-1} = \textcolor{red}{5^{n-1}},true_correct,correct,extraction_ok,,,,2,5^9 | 5^{n-1},numeric_or_expression,55,37,simple_value,long_31-100,free_response
173,True,False,False,mcq_option,mcq,0.5004024235381879,False,False,2x = 10,option d,"sympy:eq(2*x, 10)",text:option d,extraction_issue,indeterminate,,,,,1,4x + 2 = 27,mcq_option,8,7,simple_value,short_4-10,mcq
174,True,False,False,text_conclusion,free_response,1.0549201679861442,False,False,\overrightarrow{OR} = \lambda\vec{b} - \vec{a} = \frac{2(\vec{a} + \vec{b}) - (3\vec{a} - 2\vec{b})}{2-1},\overline{OR} = \textcolor{red}{4\vec{b} - \vec{a} = \frac{2(\vec{a} + \vec{b}) - (3\vec{a} - 2\vec{b})}{2 - 1}},text:\overrightarrow{or} = \lambda\vec{b} - \vec{a} = \frac{2(\vec{a} + \vec{b}) - (3\vec{a} - 2\vec{b})}{2-1},"sympy:eq(conjugate(o*r), textcolor*(r*(d*e)))",,,,,,,2,\frac{5\vec{a}}{3} = \frac{2(\vec{a} + \vec{b}) + (3\vec{a}  | 4\vec{b} - \vec{a} = \frac{2(\vec{a} + \vec{b}) - (3\vec{a} ,text_conclusion,112,105,structured_or_prose,very_long_>100,free_response
175,False,False,False,text_conclusion,free_response,1.6094379124341005,False,True,= \begin{bmatrix} -1 & 5 & \frac{3}{6} \\ \end{bmatrix}.,= \begin{bmatrix} -1 & 5 & 3 \\ 5 & 6 & 0 \end{bmatrix}.,text:= \begin{bmatrix} -1 5 \frac{3}{6} \end{bmatrix},text:= \begin{bmatrix} -1 5 3 5 6 0 \end{bmatrix},notation_misread,wrong,,,,,2,X | a,text_conclusion,56,56,structured_or_prose,long_31-100,free_response
176,True,False,False,text_conclusion,free_response,0.0,False,False,x = 4,\frac{1}{3} \times \frac{12}{x - 8} = -1 \quad \textcolor{red}{\text{Assuming } x > 0} \quad \textcolor{red}{\text{or} \quad x = 4}.,"sympy:eq(x, 4)",text:\frac{1}{3} \times \frac{12}{x - 8} = -1 assuming x > 0 or x = 4,extraction_issue,indeterminate,extraction_issue,,,,2,\text{Assuming } x > 0 | \text{or} \quad x = 4,text_conclusion,132,5,structured_or_prose,very_long_>100,free_response
177,True,False,False,system_answer,free_response,0.9502705392332348,False,False,(3+4)^2 = 5^2,3^2 = 3 \times 3 = 9; \quad 4^2 = 4 \times 4 = 16; \quad 5^2 = 5 \times 5 = 25,text:(3+4)^2 = 5^2,text:3^2 = 3 \times 3 = 9; 4^2 = 4 \times 4 = 16; 5^2 = 5 \times 5 = 25,extraction_issue,indeterminate,extraction_issue,,,,1,(3 + 4)^2 = 5^2,system_answer,78,13,structured_or_prose,long_31-100,free_response
178,False,True,True,mcq_option,mcq,0.0,False,False,option b,option b,text:option b,text:option b,,,,,,,2,"It's important to note that 1 day consists of 24 hours and t | Additionally, if we were to consider the number of hours wor",mcq_option,8,8,simple_value,short_4-10,mcq
179,False,True,False,single_expression,free_response,1.6094379124341005,False,True,z = \dfrac{1}{2x^2+1}.,\textcolor{red}{z} = \frac{1}{2x^2 + 1}.,"sympy:eq(z, 1/(2*x**2 + 1))","sympy:eq(z, 1/(2*x**2 + 1))",true_correct,correct,extraction_ok,,,,8,z | z | z,numeric_or_expression,40,22,simple_value,long_31-100,free_response
180,True,True,True,single_expression,free_response,1.3321790402101223,True,False,zx,zx,sympy:x*z,sympy:x*z,extraction_issue,indeterminate,extraction_issue,,,,3,xz | xz | xz,numeric_or_expression,2,2,simple_value,tiny_<=3,free_response
181,False,True,False,single_expression,free_response,1.6094379124341005,False,True,\sin^{-1}(2x\sqrt{1-x^2})=2\cos^{-1}x,\sin^{-1}\left(2x\sqrt{1-x^2}\right) = 2 \cos^{-1} x,"sympy:eq(asin(2*(x*sqrt(1 - x**2))), 2*acos(x))","sympy:eq(asin(2*(x*sqrt(1 - x**2))), 2*acos(x))",true_correct,correct,extraction_ok,,,,0,,numeric_or_expression,52,37,simple_value,long_31-100,free_response
182,False,True,True,single_expression,free_response,0.9502705392332348,False,False,k=\mp2,k = \mp 2.,"sympy:eq(k, mp*2)","sympy:eq(k, mp*2)",,,,,,,0,,numeric_or_expression,10,6,simple_value,short_4-10,free_response
183,True,True,False,derivative_equation,free_response,0.9502705392332348,False,False,(1-x^2)\frac{d^2y}{dx^2} - x\frac{dy}{dx} = 0.,(1 - x^2) \frac{d^2 y}{dx^2} - x \frac{dy}{dx} = 0,"sympy:eq(-x*derivative(y, x) + ((d**2*y)/(dx**2))*(1 - x**2), 0)","sympy:eq(-x*derivative(y, x) + ((d**2*y)/(dx**2))*(1 - x**2), 0)",true_correct,correct,extraction_ok,,,,1,3x,derivative_equation,50,46,structured_or_prose,long_31-100,free_response
184,False,False,False,single_expression,free_response,1.3321790402101223,False,False,1500 \times 2 = 3000,\frac{15}{100} \times 10000 = ₹ 1500,text:1500 \times 2 = 3000,text:\frac{15}{100} \times 10000 = ₹ 1500,extraction_issue,indeterminate,,,,,1,It's important to note that simple interest is different fro,numeric_or_expression,36,20,simple_value,long_31-100,free_response
185,True,False,False,single_expression,free_response,0.5004024235381879,False,False,9a^2 + 16b^2 + 25c^2 + 24ab + 40bc + 30ac.,9a^2 + 16b^2 + \textcolor{red}{24}c^2 + 24ab + 40bc + 30ac.,sympy:30*(a*c) + (40*(b*c) + (24*(a*b) + (25*c**2 + (9*a**2 + 16*b**2)))),sympy:30*(a*c) + (40*(b*c) + (24*(a*b) + (24*c**2 + (9*a**2 + 16*b**2)))),notation_misread,wrong,,,,,1,24,numeric_or_expression,59,42,simple_value,long_31-100,free_response
186,False,True,True,single_expression,free_response,1.3321790402101223,False,False,= \frac{1}{2}.,= \frac{1}{2}.,text:= \frac{1}{2},text:= \frac{1}{2},true_correct,correct,,,,,0,,numeric_or_expression,14,14,simple_value,medium_11-30,free_response
187,True,False,False,set_answer,free_response,0.9502705392332348,False,False,"X \cup Y = \{ Ram, Geeta, Akbar, David, Ashok \}","X \cup Y = \{ \text{Ram, Geeta, Akbar, David, \textcolor{red}{Ashok}}","text:x \cup y = \{ ram, geeta, akbar, david, ashok \}","text:x \cup y = \{ \text{ram, geeta, akbar, david, ashok}",extraction_issue,indeterminate,,,,,1,Ashok,set_answer,69,48,structured_or_prose,long_31-100,free_response
188,True,False,False,system_answer,free_response,1.0549201679861442,False,False,\overrightarrow{\beta_2} = \frac{5}{2}\hat{i} + \frac{1}{2}\hat{j} - 3\hat{k},\vec{\beta_1} = \frac{3}{2} \hat{i} - \frac{1}{2} \hat{j} \quad \text{and} \quad \textcolor{red}{\vec{\beta_2} = \frac{5}{2} \hat{i} + \frac{1}{2} \hat{j} - 3\hat{k}}.,"sympy:eq(beta_{2}*overrightarrow, -3*hat*k + ((5/2)*(hat*i) + (hat*j)/2))",text:\vec{\beta_1} = \frac{3}{2} \hat{i} - \frac{1}{2} \hat{j} and \textcolor{red}{\vec{\beta_2} = \frac{5}{2} \hat{i} + \frac{1}{2} \hat{j} - 3\hat{k}},extraction_issue,indeterminate,extraction_issue,,,,1,\vec{\beta_2} = \frac{5}{2} \hat{i} + \frac{1}{2} \hat{j} - ,system_answer,167,77,structured_or_prose,very_long_>100,free_response
189,False,True,True,single_expression,free_response,0.0,False,False,5 \cdot y - 2 = 0,5 \cdot y - 2 = 0,"sympy:eq(5*y - 2, 0)","sympy:eq(5*y - 2, 0)",,,,,,,0,,numeric_or_expression,17,17,simple_value,medium_11-30,free_response
190,False,False,False,single_expression,free_response,0.9502705392332348,False,False,2^{3} = 8,2^3 = 8,text:2^{3} = 8,text:2^3 = 8,,,,,,,2,", and note that $(-4)^2 = 16$ which is unrelated to this pro | . Also, $2^3 = 8$ which is not needed here.",numeric_or_expression,7,9,simple_value,short_4-10,free_response
191,True,False,False,single_expression,free_response,1.0549201679861442,False,False,"68600 \times 5 = 2 \times 2 \times 2 \times 5 \times 5 \times 7 \times 7 \times 7 = 343500,","68600 \times 5 = 2 \times 2 \times 2 \times 5 \times 5 \times 5 \times 7 \times 7 \times 7 = \textcolor{red}{343500},","text:68600 \times 5 = 2 \times 2 \times 2 \times 5 \times 5 \times 7 \times 7 \times 7 = 343500,","text:68600 \times 5 = 2 \times 2 \times 2 \times 5 \times 5 \times 5 \times 7 \times 7 \times 7 = 343500,",,,,,,,1,343500,numeric_or_expression,117,91,simple_value,very_long_>100,free_response
192,True,True,False,single_expression,free_response,1.0549201679861442,False,False,2x^{2} - 5x + 3 = 0,2x^2 - 5x + 3 = 0,"sympy:eq((2*x**2 - 5*x) + 3, 0)","sympy:eq((2*x**2 - 5*x) + 3, 0)",true_correct,correct,extraction_ok,,,,5,(2x - 3(x - 1) | (2x - 3(x - 1) | (2x - 3(x - 1),numeric_or_expression,17,19,simple_value,medium_11-30,free_response
193,False,False,False,single_expression,free_response,1.6094379124341005,True,True,\frac{22}{7} \times 4\.9 \times 4\.9,"= \pi \textcolor{red}{R}^2 = \frac{22}{7} \times (4.9)^2 \, \text{m}^2 = \frac{22}{7} \times 4.9 \times 4.9 \, \text{m}^2 = 75.46 \, \text{m}^2",sympy:((22/7)*49)*49,"text:= \pi r^2 = \frac{22}{7} \times (4.9)^2 \, m^2 = \frac{22}{7} \times 4.9 \times 4.9 \, m^2 = 75.46 \, m^2",notation_misread,wrong,,,,,3,\( D \) | \( R \) | R,numeric_or_expression,143,36,simple_value,very_long_>100,free_response
194,False,True,True,set_answer,free_response,0.6730116670092565,False,False,"(a,c) \in R","(a,c) \in R","text:(a,c) \in r","text:(a,c) \in r",true_correct,correct,,,,,0,,set_answer,11,11,structured_or_prose,medium_11-30,free_response
195,False,True,True,mcq_option,mcq,0.0,False,False,R,R,sympy:r,sympy:r,,,,,,,5,"\( p \in X \) | \( (p, p) \in R \) | \( f(p) = f(p) \)",mcq_option,1,1,simple_value,tiny_<=3,mcq
196,False,True,True,mcq_option,mcq,0.5004024235381879,False,False,option b,option b,text:option b,text:option b,true_correct,correct,,,,,1,Let us briefly discuss a different problem where 5 machines ,mcq_option,8,8,simple_value,short_4-10,mcq
197,False,True,True,single_expression,free_response,0.9502705392332348,False,False,= (z - 6)(z + 2),= (z - 6)(z + 2),text:= (z - 6)(z + 2),text:= (z - 6)(z + 2),true_correct,correct,,,,,1,It is interesting to note that if we consider the prime fact,numeric_or_expression,16,16,simple_value,medium_11-30,free_response
198,False,False,False,single_expression,free_response,1.6094379124341005,False,True,"\text{Minors of the element } a_{ij} \text{ is } M_{ij}. \\
\text{Here } a_{11} = 1. \text{ So } M_{11} = \text{Minor of } a_{11} = 3 \\
M_{12} = \text{Minor of } a_{12} = 4 \\
M_{21} = \text{Minor of } a_{21} = -2 \\
M_{22} = \text{Minor of } a_{22} = 1 \\
\text{Now, Cofactor of } a_{ij} \text{ is } A_{ij}. \text{ So} \\
A_{11} = (-1)^{1+1} M_{11} = 3 \\
A_{12} = (-1)^{1+2} M_{12} = -4 \\
A_{21} = (-1)^{2+1} M_{21} = 2 \\
A_{22} = (-1)^{2+2} M_{22} = 1",A_{22} = (-1)^{2+2} M_{22} = 1,"text:minors of the element a_{ij} is m_{ij}. here a_{11} = 1. so m_{11} = minor of a_{11} = 3 m_{12} = minor of a_{12} = 4 m_{21} = minor of a_{21} = -2 m_{22} = minor of a_{22} = 1 now, cofactor of a_{ij} is a_{ij}. so a_{11} = (-1)^{1+1} m_{11} = 3 a_{12} = (-1)^{1+2} m_{12} = -4 a_{21} = (-1)^{2+1} m_{21} = 2 a_{22} = (-1)^{2+2} m_{22} = 1",text:a_{22} = (-1)^{2+2} m_{22} = 1,extraction_issue,indeterminate,extraction_issue,,,,0,,system_answer,30,457,simple_value,medium_11-30,free_response
199,False,False,False,numeric,free_response,1.3321790402101223,False,False,y = \frac{21}{3} = 7,7,text:y = \frac{21}{3} = 7,sympy:7,true_correct,correct,extraction_ok,,,,8,$ y $ | $ 3y $ | $ 3y $,numeric_or_expression,1,20,simple_value,tiny_<=3,free_response
200,False,True,True,single_expression,free_response,0.9502705392332348,False,False,y = \frac{3}{4}x + \frac{26}{4}.,y = \frac{3}{4}x + \frac{26}{4},"sympy:eq(y, (3/4)*x + 26/4)","sympy:eq(y, (3/4)*x + 26/4)",true_correct,correct,,,,,1,Note that the slope of the line given by the equation \(3x -,numeric_or_expression,31,32,simple_value,long_31-100,free_response
201,False,True,True,mcq_option,mcq,0.6730116670092565,True,False,option b,option b,text:option b,text:option b,,,,,,,1,Let's also note that the sum of the digits of \(a\) is \(2 +,mcq_option,8,8,simple_value,short_4-10,mcq
202,False,False,False,single_expression,free_response,1.6094379124341005,True,True,"Therefore, the function f is increasing on R",\mathbb{R},"text:therefore, the function f is increasing on r",sympy:mathbb*r,extraction_issue,indeterminate,,,,,0,,multi_value,10,44,simple_value,short_4-10,free_response
203,True,False,False,single_expression,free_response,1.6094379124341005,False,True,"Hence, x = 8,5","r = 8, \textcolor{red}{5}",sympy:h*(e*(n*(c*e))),"sympy:eq(r, 8)",extraction_issue,indeterminate,,,,,2,\text{or} \quad r = 5 | 5,numeric_or_expression,25,14,simple_value,medium_11-30,free_response
204,True,True,False,single_expression,free_response,1.0549201679861442,False,False,&= 11310,= \textcolor{red}{11310},text:= 11310,text:= 11310,true_correct,correct,extraction_ok,,,,1,11310,numeric_or_expression,24,8,simple_value,medium_11-30,free_response
205,True,True,True,mcq_option,mcq,0.9502705392332348,False,False,option c,option c,text:option c,text:option c,true_correct,correct,,,,,3,7 | 7 | 210,mcq_option,8,8,simple_value,short_4-10,mcq
206,False,False,True,single_expression,free_response,1.6094379124341005,True,True,\frac{1}{2},\frac{1}{2},sympy:1/2,sympy:1/2,true_correct,correct,extraction_ok,,,,0,,numeric_or_expression,11,11,simple_value,medium_11-30,free_response
